exercise_id,exercise_name,roles,file,relative_path,width,height,mode,status,reason,score,source_sha256
hamstring_supine,Jemné protažení zadní strany stehna,HERO,hamstring_stretch_hero.png,Pilates Assets/02_Exercise_Cards/Hamstring Stretch/hamstring_stretch_hero.png,1536,1024,RGB,PASS,,0.2604,9a3d7e113af68b8ebcada69a69003149e889ead21d9ac551cb4a4d3d8b04f621
sideplank_reach,Boční prkno s rotací,HERO,side_plank_reach_hero.png,Pilates Assets/02_Exercise_Cards/Side Plank Reach/side_plank_reach_hero.png,1536,1024,RGB,PASS,,0.2450,c00dae126a2115794506d9329c7f07ab834a84f6b4096e1f7fe4fcb9c2c6f2ff
figure_four,Protažení hýždí vleže,MID,figure_four_stretch_mid.png,Pilates Assets/02_Exercise_Cards/Figure Four Stretch/figure_four_stretch_mid.png,1536,1024,RGB,PASS,,0.2379,73ee9bed7ac1ace90b06aefc6090269feb417c48a33bf93b6d3ca73bc5fa4232
abduction,Roznožování v mostu,START/END,bridge_abduction_start.png,Pilates Assets/02_Exercise_Cards/Bridge Abduction/bridge_abduction_start.png,1536,1024,RGB,PASS,,0.2287,055f549c5d818761806d0440267461420f4899e8876f5e0e1d5405ce2d90b156
glute_bridge_march,Pochod v mostu,MID,glute_bridge_march_mid.png,Pilates Assets/02_Exercise_Cards/Glute Bridge March/glute_bridge_march_mid.png,1536,1024,RGB,PASS,,0.2287,055f549c5d818761806d0440267461420f4899e8876f5e0e1d5405ce2d90b156
figure_four,Protažení hýždí vleže,START/END,figure_four_stretch_start.png,Pilates Assets/02_Exercise_Cards/Figure Four Stretch/figure_four_stretch_start.png,1536,1024,RGB,PASS,,0.2210,d3df1aee9e5fe5bbce102e0ec93d6bde186f2fc24ed4097ecce0babb9b8e4e3f
glute_bridge_march,Pochod v mostu,START/END,glute_bridge_march_start.png,Pilates Assets/02_Exercise_Cards/Glute Bridge March/glute_bridge_march_start.png,1536,1024,RGB,PASS,,0.2210,d3df1aee9e5fe5bbce102e0ec93d6bde186f2fc24ed4097ecce0babb9b8e4e3f
hip_march,Pochod vleže,START/END,hip_march_start.png,Pilates Assets/02_Exercise_Cards/Hip March/hip_march_start.png,1536,1024,RGB,PASS,,0.2210,d3df1aee9e5fe5bbce102e0ec93d6bde186f2fc24ed4097ecce0babb9b8e4e3f
hollow,Hollow Hold,START/END,hollow_hold_start.png,Pilates Assets/02_Exercise_Cards/Hollow Hold/hollow_hold_start.png,1536,1024,RGB,PASS,,0.2210,d3df1aee9e5fe5bbce102e0ec93d6bde186f2fc24ed4097ecce0babb9b8e4e3f
sphinx,Sphinx Stretch,START/HERO/END,sphinx_stretch_start.png,Pilates Assets/02_Exercise_Cards/Sphinx Stretch/sphinx_stretch_start.png,1536,1024,RGB,PASS,,0.2181,fcad29f8c657327a9d11e7d2ddb48e6bc9dcec540ac88a871b07f961f0e17f98
